lecNumber,lecClassName,연계,lecClassification,lecCredit,lecWeekHours,lecProfessor,lecTime,others,연계전공,분반_원본,외국인재학생,국내재학생,체육특기자,재수강용,타학과수강불가,학년,분반_최종
J030-1-7714-01,콘텐츠기획개론,,전필,3,3,정형원,,"원격수업100,TBL강의",,V2,,,,,,,V2
J040-1-0444-01,디지털공학,,전필,3,3,손광철,"수9,10,11",PBL강의,,V3,,,,,,,V3
J040-1-1186-01,이산수학,,전선,3,3,황이환,,원격수업100?,,V3,,,,,,,V3
J050-1-5003-01,건강교육,,전선,3,3,박석,"토5,6",,,V4,,,,,,,V4
J050-1-5004-01,스포츠엔터테인먼트,,전선,3,3,김준희,,원격수업100?,,V4,,,,,,,V4
0000-1-8128-01,광운인되기,,교필,1,1,김정권,,"원격수업100,융합강의 1학기 또는 2학기 이수",,외국인학생 수강불가,False,True,,,,,
0000-1-8128-02,광운인되기,,교선,1,1,한재현,금2,외국인전용,,외국인만 수강가능,True,False,,,,,
I000-1-3362-01,대학영어,,교필,3,3,이진영,"월1,수2",,,"인공지능 융합대학 공통
(C1~C9,J5~J8)",,,,,,,"C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8"
I000-1-3362-02,대학영어,,교필,3,3,손영희,"월2,수1",,,,,,,,,,
I000-1-3362-03,대학영어,,교필,3,3,오경애,"월3,수4",,,,,,,,,,
I000-1-3362-04,대학영어,,교필,3,3,오경애,"월4,수3",,,,,,,,,,
I000-1-3362-05,대학영어,,교필,3,3,고현아,"월5,수6",,,,,,,,,,
I000-1-3362-06,대학영어,,교필,3,3,고현아,"월6,수5",,,,,,,,,,
I000-1-3362-07,대학영어,,교필,3,3,유선영,"화1,목2",,,,,,,,,,
I000-1-3362-08,대학영어,,교필,3,3,김은주,"화2,목1",,,,,,,,,,
I000-1-3362-09,대학영어,,교필,3,3,신승한,"화3,목4",,,,,,,,,,
I000-1-3362-10,대학영어,,교필,3,3,신승한,"화4,목3",,,,,,,,,,
I000-1-3362-11,대학영어,,교필,3,3,정지수,"화5,목6",,,,,,,,,,
I000-1-3362-12,대학영어,,교필,3,3,정지수,"화6,목5",,,,,,,,,,
I000-1-3362-13,대학영어,,교필,3,3,목승혜,"금1,2",,,,,,,,,,
I000-1-3362-14,대학영어,,교필,3,3,김연정,"금3,4",,,,,,,,,,
1000-1-3362-01,대학영어,,교필,3,3,조성은,"월3,수4",,,"공과대학 공통
(A1~A2,K1~K3)",,,,,,,"A1,A2,K1,K2,K3"
1000-1-3362-02,대학영어,,교필,3,3,손가연,"화1,목2",,,,,,,,,,
1000-1-3362-03,대학영어,,교필,3,3,손가연,"화2,목1",,,,,,,,,,
1000-1-3362-04,대학영어,,교필,3,3,오경애,"화3,목4",,,,,,,,,,
1000-1-3362-05,대학영어,,교필,3,3,정지수,"화4,목3",,,,,,,,,,
1000-1-3362-06,대학영어,,교필,3,3,박용준,"화6,목5",,,,,,,,,,
3000-1-3362-01,대학영어,,교필,3,3,박소현,"월1,수2",,,"인문사회 과학대학 공통
(R1~R5,M1~M2)",,,,,,,"M1,M2,R1,R2,R3,R4,R5"
3000-1-3362-02,대학영어,,교필,3,3,박미경,"월2,수1",,,,,,,,,,
3000-1-3362-03,대학영어,,교필,3,3,유수진,"월3,수4",,,,,,,,,,
3000-1-3362-04,대학영어,,교필,3,3,이현경,"월4,수3",,,,,,,,,,
3000-1-3362-05,대학영어,,교필,3,3,최정윤,"월5,수6",,,,,,,,,,
3000-1-3362-06,대학영어,,교필,3,3,이종국,"월6,수5",,,,,,,,,,
3000-1-3362-07,대학영어,,교필,3,3,김지희,"금3,4",,,,,,,,,,
3000-1-3362-08,대학영어,,교필,3,3,고현아,"금5,6",,,,,,,,,,
5000-1-3362-01,대학영어,,교필,3,3,방승희,"월1,수2",,,"경영대학 공통
(B1~B6)",,,,,,,"B1,B2,B3,B4,B5,B6"
5000-1-3362-02,대학영어,,교필,3,3,김주연,"월2,수1",,,,,,,,,,
5000-1-3362-03,대학영어,,교필,3,3,김경옥,"화3,목4",,,,,,,,,,
5000-1-3362-04,대학영어,,교필,3,3,조윤주,"화4,목3",,,,,,,,,,
5000-1-3362-05,대학영어,,교필,3,3,강희원,"화5,목6",,,,,,,,,,
5000-1-3362-06,대학영어,,교필,3,3,정관희,"화6,목5",,,,,,,,,,
5000-1-3362-07,대학영어,,교필,3,3,김보식,"금3,4",,,,,,,,,,
0000-1-3362-01,대학영어,,교선,3,3,이지혜,"금1,2",외국인전용,,외국인만 수강가능,True,False,,,,,
7000-1-3095-01,융합적사고와글쓰기,,교필,3,3,유승호,"월1,수2",,,"전자정보 공과대학 공통
(E1~E8,J1~J4, T1~T2)",,,,,,,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2"
7000-1-3095-02,융합적사고와글쓰기,,교필,3,3,안웅선,"월2,수1",,,,,,,,,,
7000-1-3095-03,융합적사고와글쓰기,,교필,3,3,손미영,"월3,수4",,,,,,,,,,
7000-1-3095-04,융합적사고와글쓰기,,교필,3,3,손미영,"월4,수3",,,,,,,,,,
7000-1-3095-05,융합적사고와글쓰기,,교필,3,3,정재훈,"월5,수6",,,,,,,,,,
7000-1-3095-06,융합적사고와글쓰기,,교필,3,3,김승래,"월6,수5",,,,,,,,,,
7000-1-3095-07,융합적사고와글쓰기,,교필,3,3,김학현,"화1,목2",,,,,,,,,,
7000-1-3095-08,융합적사고와글쓰기,,교필,3,3,김광섭,"화2,목1",,,,,,,,,,
7000-1-3095-09,융합적사고와글쓰기,,교필,3,3,조영복,"화3,목4",,,,,,,,,,
7000-1-3095-10,융합적사고와글쓰기,,교필,3,3,허진혁,"화4,목3",,,,,,,,,,
7000-1-3095-11,융합적사고와글쓰기,,교필,3,3,김문정,"화5,목6",,,,,,,,,,
7000-1-3095-12,융합적사고와글쓰기,,교필,3,3,이은란,"화6,목5",,,,,,,,,,
7000-1-3095-13,융합적사고와글쓰기,,교필,3,3,이은경,"금1,2",,,,,,,,,,
7000-1-3095-14,융합적사고와글쓰기,,교필,3,3,정영호,"금3,4",,,,,,,,,,
7000-1-3095-15,융합적사고와글쓰기,,교필,3,3,박보름,"금5,6",,,,,,,,,,
7000-1-3095-16,융합적사고와글쓰기,,교필,3,3,전도현,"월4,수3",,,,,,,,,,
7000-1-3095-17,융합적사고와글쓰기,,교필,3,3,김영범,"금3,4",,,,,,,,,,
6000-1-3095-01,융합적사고와글쓰기,,교필,3,3,추선진,"월6,수5",,,"자연과학대학 공통
(N1~N5,P1)",,,,,,,"N1,N2,N3,N4,N5,P1"
6000-1-3095-02,융합적사고와글쓰기,,교필,3,3,소유정,"화5,목6",,,,,,,,,,
6000-1-3095-03,융합적사고와글쓰기,,교필,3,3,이혜정,"화6,목5",,,,,,,,,,
6000-1-3095-04,융합적사고와글쓰기,,교필,3,3,손미영,"금1,2",,,,,,,,,,
6000-1-3095-05,융합적사고와글쓰기,,교필,3,3,,"금3,4",,,,,,,,,,
6000-1-3095-06,융합적사고와글쓰기,,교필,3,3,정우신,"금5,6",,,,,,,,,,
F000-1-3095-01,융합적사고와글쓰기,,교필,3,3,신현규,"월2,수1",,,"정책법학대학 공통 (S1~S3,L1~L3)",,,,,,,"L1,L2,L3,S1,S2,S3"
F000-1-3095-02,융합적사고와글쓰기,,교필,3,3,김민지,"월3,수4",,,,,,,,,,
F000-1-3095-03,융합적사고와글쓰기,,교필,3,3,우채리,"월5,수6",,,,,,,,,,
F000-1-3095-04,융합적사고와글쓰기,,교필,3,3,차선일,"월6,수5",,,,,,,,,,
F000-1-3095-05,융합적사고와글쓰기,,교필,3,3,이미진,"화1,목2",,,,,,,,,,
F000-1-3095-06,융합적사고와글쓰기,,교필,3,3,김주상,"화2,목1",,,,,,,,,,
F000-1-3095-07,융합적사고와글쓰기,,교필,3,3,신제원,"화6,목5",,,,,,,,,,
0000-1-3095-01,융합적사고와글쓰기,,교선,3,3,최수현,"목5,6",외국인전용,,외국인만 수강가능,True,False,,,,,
7060-1-7408-01,C프로그래밍응용,,교필,3,3,조영진,"화1,목2",,,전자(E1),,,,,,,E1
7060-1-7408-02,C프로그래밍응용,,교필,3,3,조수영,"화2,목1",,,전자(E2),,,,,,,E2
7060-1-7408-03,C프로그래밍응용,,교필,3,3,서창옥,"화3,목4",,,전자(E3),,,,,,,E3
7060-1-7408-04,C프로그래밍응용,,교필,3,3,서창옥,"화4,목3",,,전자(E4),,,,,,,E4
7070-1-7408-01,C프로그래밍응용,,교필,3,3,박상준,화3,"영어50,원격수업50이상",,전통(E5),,,,,,,E5
7070-1-7408-02,C프로그래밍응용,,교필,3,3,박상준,목3,"영어50,원격수업50이상",,전통(E6),,,,,,,E6
7420-1-7408-01,C프로그래밍응용,,교필,3,3,고철영,"월1,수2",,,전융(E7),,,,,,,E7
7420-1-7408-02,C프로그래밍응용,,교필,3,3,고철영,"월2,수1",,,전융(E8),,,,,,,E8
7320-1-7408-01,C프로그래밍응용,,교필,3,3,이건영,"금3,4",,,전기(J1),,,,,,,J1
7320-1-7408-02,C프로그래밍응용,,교필,3,3,이도환,"월5,수6",,,전기(J2),,,,,,,J2
7340-1-7408-01,C프로그래밍응용,,교필,3,3,황치곤,"월5,수6",,,전재(J3),,,,,,,J3
7340-1-7408-02,C프로그래밍응용,,교필,3,3,노현아,"금1,2",,,전재(J4),,,,,,,J4
7460-1-7408-01,C프로그래밍응용,,교필,3,3,서창옥,"월6,수5",,,반도체(T1),,,,,,,T1
7460-1-7408-02,C프로그래밍응용,,교필,3,3,이찬수,"금5,6",,,반도체(T2),,,,,,,T2
I050-1-7408-01,C프로그래밍응용,,교필,3,3,고철영,"월3,수4",,,로봇(J5),,,,,,,J5
I050-1-7408-02,C프로그래밍응용,,교필,3,3,박재철,"월4,수3",,,로봇(J6),,,,,,,J6
I050-1-7408-03,C프로그래밍응용,,교필,3,3,남기현,"월6,수5",,,로봇(J7),,,,,,,J7
I050-1-7408-04,C프로그래밍응용,,교필,3,3,조영진,"화2,목1",,,로봇(J8),,,,,,,J8
I020-1-4432-01,인공지능과컴퓨팅사고,,교필,3,3,유지현,"월3,수4",,,컴정(C1~C3),,,,,,,"C1,C2,C3"
I030-1-4432-01,인공지능과컴퓨팅사고,,교필,3,3,이준혁,"월4,수3",,,소프트(C4),,,,,,,C4
I030-1-4432-02,인공지능과컴퓨팅사고,,교필,3,3,,"월5,수6",,,소프트(C5),,,,,,,C5
I030-1-4432-03,인공지능과컴퓨팅사고,,교필,3,3,김우생,"화1,목2",,,소프트(C6),,,,,,,C6
I040-1-4432-01,인공지능과컴퓨팅사고,,교필,3,3,,"금1,2",,,정융(C7~C9),,,,,,,"C7,C8,C9"
I040-1-4432-02,인공지능과컴퓨팅사고,,교필,3,3,,"금3,4",,,,,,,,,,
1000-1-8610-01,프로그래밍기초,,교필,3,3,정태원,"화5,목6",,,건축(A1),,,,,,,A1
1000-1-8610-02,프로그래밍기초,,교필,3,3,이슬기,"금1,2",,,건공(A2),,,,,,,A2
1000-1-8610-03,프로그래밍기초,,교필,3,3,윤대열,"금3,4",,,화공(K1),,,,,,,K1
1000-1-8610-04,프로그래밍기초,,교필,3,3,김지명,"금3,4",,,화공(K2),,,,,,,K2
1000-1-8610-05,프로그래밍기초,,교필,3,3,염귀덕,"금5,6",,,환경(K3),,,,,,,K3
6000-1-8610-01,프로그래밍기초,,교필,3,3,문만기,"월3,수4",,,수학(N1),,,,,,,N1
6000-1-8610-02,프로그래밍기초,,교필,3,3,정진범,"월2,수1",,,전물(N2),,,,,,,N2
6000-1-8610-03,프로그래밍기초,,교필,3,3,정진범,"월1,수2",,,"수학,전물,화학
(N1,N3,N5)",,,,,,,"N1,N3,N5"
6000-1-8610-04,프로그래밍기초,,교필,3,3,김수영,"월4,수3",,,화학(N4),,,,,,,N4
6000-1-8610-05,프로그래밍기초,,교필,3,3,김태현,"월5,수6",,,스포츠(P1),,,,,,,P1
3000-1-8610-01,프로그래밍기초,,교필,3,3,스레스터바누,"화1,목2",,,국문(R1),,,,,,,R1
3000-1-8610-02,프로그래밍기초,,교필,3,3,스레스터바누,"화2,목1",,,영산(R2),,,,,,,R2
3000-1-8610-03,프로그래밍기초,,교필,3,3,이롤랜드,"화3,목4",영어100?,,산심(R3),,,,,,,R3
3000-1-8610-04,프로그래밍기초,,교필,3,3,이롤랜드,"화4,목3",영어100?,,미디어(M1),,,,,,,M1
3000-1-8610-05,프로그래밍기초,,교필,3,3,이롤랜드,"화5,목6",영어100?,,미디어(M2),,,,,,,M2
3000-1-8610-06,프로그래밍기초,,교필,3,3,정태원,"화6,목5",,,동문산(R4),,,,,,,R4
3000-1-8610-07,프로그래밍기초,,교필,3,3,김덕은,"금1,2",,,동문산(R5),,,,,,,R5
F000-1-8610-01,프로그래밍기초,,교필,3,3,박세영,"금5,6",,,행정(S1),,,,,,,S1
F000-1-8610-02,프로그래밍기초,,교필,3,3,장경석,"금5,6",,,"행정,국제
(S2,S3)",,,,,,,"S2,S3"
F000-1-8610-03,프로그래밍기초,,교필,3,3,박세영,"화3,목4",,,법(L1~L3),,,,,,,"L1,L2,L3"
F000-1-8610-04,프로그래밍기초,,교필,3,3,박세영,"화4,목3",,,,,,,,,,
F000-1-8610-05,프로그래밍기초,,교필,3,3,박세영,"화5,목6",,,,,,,,,,
5000-1-8610-01,프로그래밍기초,,교필,3,3,정진범,"월4,수3",,,경영(B1),,,,,,,B1
5000-1-8610-02,프로그래밍기초,,교필,3,3,조수영,"월5,수6",,,경영(B2),,,,,,,B2
5000-1-8610-03,프로그래밍기초,,교필,3,3,최상근,"월6,수5",,,경영(B3),,,,,,,B3
5000-1-8610-04,프로그래밍기초,,교필,3,3,정진범,"월3,수4",,,"경영,국통
(B4,B6)",,,,,,,"B4,B6"
5000-1-8610-05,프로그래밍기초,,교필,3,3,김상곤,"화2,목1",,,국통(B5),,,,,,,B5
0000-1-4929-01,경영과컴퓨터,,교선,3,3,서상구,"월3,수4",,,경영(B1~B4),,,,,,,"B1,B2,B3,B4"
0000-1-3403-01,고급프로그래밍,,교선,3,3,정문호,"월6,수5",,,로봇 2학년 택 1,,,,,,2,
0000-2-3679-01,자바프로그래밍,,교선,3,3,문석재,"월6,수5",,,,,,,,,,
0000-1-2339-01,고급C프로그래밍,,교선,3,3,김수환,"화3,목4",,,정융(C7~C9),,,,,,,"C7,C8,C9"
0000-1-2339-02,고급C프로그래밍,,교선,3,3,김수환,"화5,목6",,,,,,,,,,
0000-1-5909-01,공학과디자인,,교선,3,3,유미란,"화5,목6",,,,,,,,,,
0000-1-5909-02,공학과디자인,,교선,3,3,엄은영,"화3,목4",,,,,,,,,,
0000-1-4283-01,공학교양세미나,,교선,3,3,김충혁,"월1,2","소규모강의,세미나강의",,1학년만 수강가능,,,,,,1,
0000-1-4283-02,공학교양세미나,,교선,3,3,권순철,"화5,목6","소규모강의,세미나강의",,1학년만 수강가능,,,,,,1,
0000-1-4102-01,블록체인의이해,,교선,3,3,김길래,"금5,6",,,,,,,,,,
0000-1-4102-02,블록체인의이해,,교선,3,3,,"금3,4",,,,,,,,,,
0000-1-9340-01,빅데이터의이해,,교선,3,3,정태원,"화1,목2",,,,,,,,,,
0000-1-9340-02,빅데이터의이해,,교선,3,3,정태원,"화2,목1",,,,,,,,,,
0000-1-4099-01,사진편집기술,,교선,3,3,하마처,목4,"영어100,원격수업50이상",,,,,,,,,
0000-1-4099-02,사진편집기술,,교선,3,3,임준영,"금3,4",,,,,,,,,,
0000-1-7461-01,상상공학과표현,,교선,3,3,김형국,"월4,수3",영어50?,,,,,,,,,
0000-1-7461-02,상상공학과표현,,교선,3,3,김형국,"월5,수6",영어50?,,,,,,,,,
0000-1-5674-01,생활속의과학,,교선,3,3,김충혁,,원격수업100?,,,,,,,,,
0000-1-5674-02,생활속의과학,,교선,3,3,김상목,"월6,수5",,,,,,,,,,
0000-1-9885-01,생활속의생명과학,,교선,3,3,박봉주,"금1,2",영어50?,,,,,,,,,
0000-1-4101-01,인공지능의이해,,교선,3,3,조수영,,원격수업100?,,,,,,,,,
0000-1-4101-02,인공지능의이해,,교선,3,3,함건희,"토1,2",,,참빛인재대학 전용,,,,,,,"V1,V2,V3,V4"
0000-1-1640-01,컴퓨터개론,,교선,3,3,스레스터바누,"금1,2",,,재수강용,,,,TRUE,,,
0000-1-3293-01,컴퓨터활용,,교선,3,3,이롤랜드,"화6,목5","영어70,외국인전용",,외국인만 수강가능,True,False,,,,,
0000-1-4125-01,파이썬프로그래밍기초,,교선,3,3,이강성,"월2,수1",,,,,,,,,,
0000-1-4125-02,파이썬프로그래밍기초,,교선,3,3,이강성,"월1,수2",,,,,,,,,,
0000-2-6019-01,공학교양심화세미나,,교선,3,3,양재규,"화5,6","소규모강의,세미나강의",,2~4학년 수강대상,,,,,,"2,3,4",
0000-2-6957-01,디지털사운드제작,,교선,3,3,고병량,"화3,목4",,,,,,,,,,
0000-2-6957-02,디지털사운드제작,,교선,3,3,홍민의,"화4,목3",,,,,,,,,,
0000-2-3298-01,모바일프로그래밍기초,,교선,3,3,정영희,"월3,수4",,,,,,,,,,
0000-2-9251-01,신기술과미래사회,,교선,3,3,김충혁,"월4,수3",,,,,,,,,,
0000-2-9251-02,신기술과미래사회,,교선,3,3,원일석,"토3,4",,,참빛인재대학 전용,,,,,,,"V1,V2,V3,V4"
0000-2-3029-01,인터넷활용,,교선,3,3,,"금5,6",,,,,,,,,,
0000-2-3029-02,인터넷활용,,교선,3,3,유소율,"금3,4",,,,,,,,,,
0000-2-3029-03,인터넷활용,,교선,3,3,문석재,"금1,2",,,,,,,,,,
0000-2-2991-01,자연과학사,,교선,3,3,박봉주,"금3,4",영어50?,,,,,,,,,
0000-2-2991-02,자연과학사,,교선,3,3,박경순,"월4,수3",,,,,,,,,,
0000-2-2994-01,환경과생태,,교선,3,3,김동수,"월3,수4",,,,,,,,,,
0000-3-5765-01,미디어아트,,교선,3,3,이상민,"월4,수3",,,,,,,,,,
0000-3-2997-01,산업화와환경오염,,교선,3,3,황윤성,"금3,4",,,,,,,,,,
0000-3-2997-02,산업화와환경오염,,교선,3,3,코두루,"화4,목3",영어100?,,,,,,,,,
0000-4-7462-01,예술과과학의융합,,교선,3,3,신수연,수4,원격수업50이상,,,,,,,,,
0000-1-5899-01,과학기술윤리,,교선,3,3,이재유,"금3,4",,,,,,,,,,
0000-1-5899-02,과학기술윤리,,교선,3,3,박지희,"금5,6",,,,,,,,,,
0000-1-0221-01,과학철학의이해,,교선,3,3,우호용,"금3,4",,,,,,,,,,
0000-1-3925-01,나의역사,,교선,3,3,김희교,"금1,2",,,,,,,,,,
0000-1-8085-01,논리적으로사고하기,,교선,3,3,김정아,"화7,8,9",,,,,,,,,,
0000-1-8085-02,논리적으로사고하기,,교선,3,3,황순호,"금3,4",,,,,,,,,,
0000-1-8085-03,논리적으로사고하기,,교선,3,3,오지호,"금1,2",,,,,,,,,,
0000-1-5224-01,동서양신화읽기와변용,,교선,3,3,고경주,"금1,2",,,,,,,,,,
0000-1-4356-01,동서양의예술과미학,,교선,3,3,도승연,,"원격수업100,대학간 공동 원격수 업",,,,,,,,,
0000-1-4831-01,동양사상으로보는건축이야기,,교선,3,3,김승제,"금1,2",,,,,,,,,,
0000-1-3919-01,동양의역사,,교선,3,3,,"화1,목2",,,,,,,,,,
0000-1-5659-01,세계화시대의역사보기,,교선,3,3,김인호,"월2,수1",,,,,,,,,,
0000-1-4412-01,심층탐구인간과세계의이해,,교선,1,1,노정진,수5,,,,,,,,,,
0000-1-4413-01,영화로읽는문학,,교선,3,3,노진서,"화6,목5",,,,,,,,,,
0000-1-5660-01,유럽의과거와현재,,교선,3,3,김동조,"목7,8,9",,,,,,,,,,
0000-1-5660-02,유럽의과거와현재,,교선,3,3,윤희두,"토3,4",,,참빛인재대학 전용,,,,,,,"V1,V2,V3,V4"
0000-1-2959-01,인간존재의이해,,교선,3,3,이지영,"목7,8,9",,,,,,,,,,
0000-1-2959-02,인간존재의이해,,교선,3,3,박은미,"토3,4",,,참빛인재대학 전용,,,,,,,"V1,V2,V3,V4"
0000-1-5661-01,인문교양세미나,,교선,3,3,김정권,"월7,8,9","소규모강의,세미나강의",,1학년만 수강가능,,,,,,1,
0000-1-5661-02,인문교양세미나,,교선,3,3,김인호,"월5,6","소규모강의,세미나강의",,1학년만 수강가능,,,,,,1,
0000-1-4830-01,인성과리더십,,교선,2,2,이종익,"수5,6",,,,,,,,,,
0000-1-5655-01,현대사회와윤리,,교선,3,3,김영인,"금1,2",,,,,,,,,,
0000-2-9742-01,글로벌시대의종교와문화,,교선,3,3,박정우,"금1,2",외국인전용,,외국인만 수강가능,True,False,,,,,
0000-2-9742-02,글로벌시대의종교와문화,,교선,3,3,박정우,"금3,4",외국인전용,,외국인만 수강가능,True,False,,,,,
0000-2-5662-01,동북아근현대사,,교선,3,3,,"월5,수6",,,,,,,,,,
0000-2-3937-01,동아시아국제관계사,,교선,3,3,유의상,"월5,6",,,,,,,,,,
0000-2-4050-01,동아시아문학과사회,,교선,3,3,정소영,"화4,목3",,,,,,,,,,
0000-2-7727-01,미디어로읽는영어의역사,,교선,3,3,노진서,"월5,수6",,,,,,,,,,
0000-2-6133-01,세계도시문명사,,교선,3,3,,"월4,수3",,,,,,,,,,
0000-2-3933-01,예술철학으로의초대,,교선,3,3,허민준,"월7,8,9",,,,,,,,,,
0000-2-6018-01,인물로본동양사,,교선,3,3,,"월1,수2",,,,,,,,,,
0000-2-5663-01,인물로본한국사,,교선,3,3,윤성재,"금1,2",,,,,,,,,,
0000-2-5663-02,인물로본한국사,,교선,3,3,최희준,"금3,4",외국인전용,,외국인만 수강가능,True,False,,,,,
0000-2-4833-01,한국가족의역사와현재,,교선,3,3,김인호,월3,원격수업50이상,,,,,,,,,
0000-2-3932-01,한국근현대사,,교선,3,3,김정권,"월1,수2",,,,,,,,,,
0000-2-3932-02,한국근현대사,,교선,3,3,김정권,"월2,수1",,,,,,,,,,
0000-2-3944-01,한국명작의이해,,교선,3,3,박동억,"금3,4",,,,,,,,,,
0000-2-4414-01,현대사회의생명과신체,,교선,3,3,박인혜,"화7,8,9",,,,,,,,,,
0000-2-4414-02,현대사회의생명과신체,,교선,3,3,박인혜,"목7,8,9",,,,,,,,,,
0000-3-6517-01,르네상스문화와과학,,교선,3,3,차승현,"월2,수1",,,,,,,,,,
0000-3-8122-01,문예작품으로읽는서양문명사,,교선,3,3,노진서,"화5,목6",,,,,,,,,,
0000-3-6516-01,우리시대의삶과문학,,교선,3,3,김미정,"월6,수5",,,,,,,,,,
0000-3-3924-01,자본주의역사,,교선,3,3,임경석,"월5,수6",,,,,,,,,,
0000-3-1879-01,현대사상의이해,,교선,3,3,도승연,"월4,수3",,,,,,,,,,
0000-3-1879-02,현대사상의이해,,교선,3,3,이현주,"화7,8,9",,,,,,,,,,
0000-1-8583-01,글로벌시대의쟁점과현안,,교선,3,3,이남겸,"화2,목1",,,,,,,,,,
0000-1-8583-02,글로벌시대의쟁점과현안,,교선,3,3,이남겸,"화1,목2",,,,,,,,,,
0000-1-5901-01,기술경영과마케팅,,교선,3,3,김찬모,"화5,목6",,,,,,,,,,
0000-1-5901-02,기술경영과마케팅,,교선,3,3,김찬모,"화6,목5",,,,,,,,,,
0000-1-0670-01,법과생활,,교선,3,3,손명지,화3,원격수업100?,,,,,,,,,
0000-1-4282-01,사회과학교양세미나,,교선,3,3,하마처,"화4,목3","영어100,소규모강의,세미나강의",,1학년만 수강가능,,,,,,1,
0000-1-4282-02,사회과학교양세미나,,교선,3,3,김일식,"월1,수2","소규모강의,세미나강의",,1학년만 수강가능,,,,,,1,
0000-1-4061-01,사회봉사2,,교선,1,2,임안나,"월7,8",,,,,,,,,,
0000-1-3948-01,사회학의이해,,교선,3,3,이시윤,"금3,4",,,,,,,,,,
0000-1-0806-01,생활속의경제,,교선,3,3,이수욱,"월5,수6",,,,,,,,,,
0000-1-0806-02,생활속의경제,,교선,3,3,김일식,"수7,8,9",,,,,,,,,,
0000-1-4415-01,생활속의지식재산권,,교선,3,3,권지현,"금3,4",,,,,,,,,,
0000-1-4638-01,생활속의회계와세무,,교선,3,3,이수욱,"월6,수5",,,,,,,,,,
0000-1-3928-01,성과심리학,,교선,3,3,이정은,"금1,2",,,,,,,,,,
0000-1-3363-01,세계경제의이해,,교선,3,3,김일식,"월2,수1",,,,,,,,,,
0000-1-3363-02,세계경제의이해,,교선,3,3,김일식,"토5,6",원격수업50이상,,참빛인재대학 전용,,,,,,,"V1,V2,V3,V4"
0000-1-2982-01,인간심리의이해,,교선,3,3,김기년,"금5,6",,,,,,,,,,
0000-1-5667-01,정치와현대사회,,교선,3,3,기유정,"금5,6",,,,,,,,,,
0000-1-1797-01,한국사회의이해,,교선,3,3,박수경,"월3,수4",외국인전용,,외국인만 수강가능,True,False,,,,,
0000-2-3537-01,[S-L]법과권리,,교선,4,4,한재경,"화7,8,9,10",,,,,,,,,,
0000-2-8586-01,21세기동아시아사회의이해,,교선,3,3,이남겸,"화4,목3",,,,,,,,,,
0000-2-6048-01,경력개발프로그램(CDP),,교선,1,1,노정진,수6,,,,,,,,,,
0000-2-9744-01,미디어활용과생활,,교선,3,3,레이몬드,"화5,목6",영어100?,,,,,,,,,
0000-2-9744-02,미디어활용과생활,,교선,3,3,레이몬드,"화4,목3",영어100?,,,,,,,,,
0000-2-6137-01,범죄와사회,,교선,3,3,강희창,"수8,9,10",,,,,,,,,,
0000-2-2988-01,법과경제,,교선,3,3,서의경,"월3,수4",,,,,,,,,,
0000-2-8834-01,법과권리,,교선,3,3,한재경,"월3,수4",,,,,,,,,,
0000-2-8834-03,법과권리,,교선,3,3,한재경,"토1,2",,,참빛인재대학 전용,,,,,,,"V1,V2,V3,V4"
0000-2-3645-01,법과정치,,교선,3,3,정영석,"금1,2",,,,,,,,,,
0000-2-8124-01,법논리학,,교선,3,3,이춘원,금2,원격수업50이상,,,,,,,,,
0000-2-4416-01,북한의이해와통일전략,,교선,3,3,손주영,"화3,4",,,,,,,,,,
0000-2-7726-01,자아의이해와문학치료,,교선,3,3,도기숙,"화5,6",소규모강의,,,,,,,,,
0000-2-7726-02,자아의이해와문학치료,,교선,3,3,도기숙,"목5,6",소규모강의,,,,,,,,,
0000-2-3008-01,조직과리더쉽,,교선,3,3,손주영,"월3,수4",,,,,,,,,,
0000-2-3008-02,조직과리더쉽,,교선,3,3,손주영,"월4,수3",,,,,,,,,,
0000-2-8585-01,지구적으로생각하고지역적으로실천하기,,교선,3,3,이은정,"금3,4",,,,,,,,,,
0000-2-8588-01,탈성장시대의사회와경제,,교선,3,3,김남성,"화6,목5",,,,,,,,,,
0000-2-4834-01,한국사회와다문화이해,,교선,3,3,황갑선,"금3,4",외국인전용,,외국인만 수강가능,True,False,,,,,
0000-2-3950-01,현대사회와인권,,교선,3,3,최현우,"화3,목4",,,,,,,,,,
0000-2-8587-01,현대한국사회의문제와해법,,교선,3,3,김정권,"수7,8,9",,,,,,,,,,
0000-3-4835-01,동아시아경제와사회문화의이해,,교선,3,3,이남겸,"화3,목4",,,,,,,,,,
0000-3-4836-01,생활속의인권과소수자보호,,교선,3,3,손상식,"화4,목3",,,,,,,,,,
0000-3-9448-01,스타트업과고객발굴전략,,교선,3,3,이경학,"수5,6",,,,,,,,,,
0000-3-3946-01,여성과남성,,교선,3,3,도기숙,화4,원격수업50이상,,,,,,,,,
0000-3-3240-01,취업전략,,교선,2,2,황갑선,"월3,4",외국인전용,,외국인만 수강가능,True,False,,,,,
0000-3-3240-02,취업전략,,교선,2,2,황갑선,"월5,6",외국인전용,,외국인만 수강가능,True,False,,,,,
0000-1-3589-01,독일어1,,교선,3,3,임병화,"금3,4",독일어50?,,,,,,,,,
